Year	PM2	PM10	Notes	Notes	Year	City	Country
2013	13	18	"1 station, background, rural-regional"	measured data	2013	NEUSTADT A.D.DONAU	Germany
2013	16	22	"1 station, background, urban"	measured data	2013	NEU-ULM	Germany
2013	14	20	"1 station, background, urban"	measured data	2013	NEUWIED	Germany
2013	17	24	"1 station, background, urban"	measured data	2013	NIEDERZIER	Germany
2013	13	19	"1 station, background, urban"	measured data	2013	NORDHAUSEN	Germany
2013	15	23	"1 station, traffic, urban"	measured data	2013	NüRNBERG	Germany
2013	7	8	"1 station, background, rural-regional"	measured data	2013	OBERRIED-HOFSGRUND	Germany
2013	12	16	"1 station, background, urban"	measured data	2013	OSNABRUECK	Germany
2013	13	18	"1 station, background, urban"	measured data	2013	PFORZHEIM	Germany
2013	15	21	"1 station, traffic, urban"	measured data	2013	PLAUEN	Germany
2013	9	13	"1 station, background, rural-remote"	measured data	2013	POSSEN	Germany
2013	14	23	"2 stations, background, urban"	measured data	2013	POTSDAM	Germany
2013	14	20	"1 station, background, rural-nearcity"	measured data	2013	RADEBEUL	Germany
2013	14	20	"1 station, background, suburban"	measured data	2013	RATINGEN	Germany
2013	15	21	"1 station, background, urban"	measured data	2013	RAUNHEIM	Germany
2013	19	28	"1 station, traffic, urban"	measured data	2013	REGENSBURG	Germany
2013	13	18	"1 station, background, urban"	measured data	2013	REUTLINGEN	Germany
2013	13	19	"1 station, background, rural-nearcity"	measured data	2013	RIEDSTADT	Germany
2013	13	19	"2 stations, background, urban"	measured data	2013	SAARBRüCKEN	Germany
2013	13	19	"1 station, background, suburban"	measured data	2013	SAARLOUIS	Germany
2013	13	19	"1 station, background, suburban"	measured data	2013	SCHWÃ„BISCH HALL	Germany
2013	14	20	-	converted from PM2.5	2013	SCHWANDORF	Germany
2013	15	19	"1 station, industrial, suburban"	measured data	2013	SCHWEDT/ODER	Germany
2013	13	18	"1 station, background, urban"	measured data	2013	SCHWEINFURT	Germany
2013	16	20	"1 station, background, urban"	measured data	2013	SCHWERTE	Germany
2013	9	13	"1 station, background, rural-regional"	measured data	2013	SIMMERATH	Germany
2013	15	18	"1 station, background, rural-nearcity"	measured data	2013	SOEST	Germany
2013	14	20	"1 station, background, suburban"	measured data	2013	SOLINGEN	Germany
2013	15	24	"2 stations, background, urban"	measured data	2013	STUTTGART	Germany
2013	14	21	"1 station, background, suburban"	measured data	2013	SULZBACH-ROSENBERG	Germany
2013	11	16	"1 station, background, rural-regional"	measured data	2013	TAUBERBISCHOFSHEIM	Germany
2013	9	12	"1 station, background, rural-regional"	measured data	2013	TIEFENBACH	Germany
2013	15	21	"1 station, traffic, urban"	measured data	2013	TRIER	Germany
2013	14	19	"1 station, background, suburban"	measured data	2013	TROSTBERG	Germany
2013	15	21	"1 station, background, urban"	measured data	2013	ULM	Germany
2013	16	23	-	converted from PM2.5	2013	UNNA	Germany
2013	10	15	"1 station, background, suburban"	measured data	2013	VILLINGEN-SCHWENNINGEN	Germany
2013	8	11	"1 station, background, rural"	measured data	2013	WASCHEID	Germany
2013	7	10	"1 station, background, rural"	measured data	2013	WASSERKUPPE	Germany
2013	15	21	-	converted from PM2.5	2013	WEIDEN I.D.OPF.	Germany
2013	14	18	"1 station, background, suburban"	measured data	2013	WEIL AM RHEIN	Germany
2013	17	22	"1 station, background, suburban"	measured data	2013	WESEL	Germany
2013	12	18	"1 station, background, rural"	measured data	2013	WESTERLAND	Germany
2013	15	22	"1 station, traffic, urban"	measured data	2013	WETZLAR	Germany
2013	15	21	"2 stations, background, urban"	measured data	2013	WIESBADEN	Germany
2013	13	19	"1 station, background, suburban"	measured data	2013	WIESLOCH	Germany
2013	8	12	"1 station, background, rural"	measured data	2013	WITZENHAUSEN/WALD	Germany
2013	10	14	"1 station, background, suburban"	measured data	2013	WOLFSBURG	Germany
2013	16	22	"1 station, traffic, urban"	measured data	2013	WORMS	Germany
2013	13	18	"1 station, background, urban"	measured data	2013	WöRTH	Germany
2013	13	18	"1 station, background, suburban"	measured data	2013	WüRZBURG	Germany
2013	13	19	"1 station, background, urban"	measured data	2013	ZEITZ	Germany
2013	12	16	"2 stations, background, urban"	measured data	2013	ZELLA-MEHLIS	Germany
2013	10	14	"1 station, background, rural"	measured data	2013	ZINGST	Germany
2013	10	27	"1 station, background, suburban"	measured data	2013	AGIA PARASKEVI	Greece
2013	13	35	"1 station, traffic, urban"	measured data	2013	AMAROUSSIO	Greece
2013	15	40	"1 station, traffic, urban"	measured data	2013	ATHENS	Greece
2013	10	26	"1 station, industrial, urban"	measured data	2013	ECHEDORO	Greece
2013	14	38	"1 station, traffic, urban"	measured data	2013	LARISSA	Greece
2013	16	42	"1 station, background, suburban"	measured data	2013	LYKOVRISI	Greece
2013	15	40	"1 station, traffic, urban"	measured data	2013	PATRA	Greece
2013	14	37	"1 station, traffic, urban"	measured data	2013	PIREAS	Greece
2013	8	22	"1 station, traffic, urban"	measured data	2013	THESSALONIKI	Greece
2013	12	32	"1 station, traffic, urban"	measured data	2013	VOLOS	Greece
2013	41	56	"4 stations, Urban background"	measured data	2013	Guatemala	Guatemala
2013	36	59	"2 stations, NA"	measured data	2013	Tegucigalpa	Honduras
2013	17	21	"1 station, Urban background"	measured data	2013	Ajka	Hungary
2013	25	29	"5 stations, Suburban background"	measured data	2013	Budapest	Hungary
2013	22	27	"1 station, Urban background"	measured data	2013	Debrecen	Hungary
2013	21	26	"1 station, Urban industry"	measured data	2013	Dunaújváros	Hungary
2013	17	27	"1 station, Urban background"	measured data	2013	Esztergom	Hungary
2013	15	23	"1 station, Urban transport"	measured data	2013	Gyor	Hungary
2013	18	22	"1 station, Rural background"	measured data	2013	Hernádszurdok	Hungary
2013	25	31	"1 station, Urban background"	measured data	2013	Kazincbarcika	Hungary
2013	29	35	"1 station, Urban transport"	measured data	2013	Miskolc	Hungary
2013	26	32	"1 station, Suburban background"	measured data	2013	Nyíregyháza	Hungary
2013	25	31	"2 stations, Suburban background"	measured data	2013	Pécs	Hungary
2013	15	18	"1 station, Urban background"	measured data	2013	Sarród	Hungary
2013	20	24	"1 station, Urban background"	measured data	2013	Sopron	Hungary
2013	19	23	"1 station, Suburban background"	measured data	2013	Százhalombatta	Hungary
2013	20	25	"1 station, Urban background"	measured data	2013	Szeged	Hungary
2013	21	26	"1 station, Urban transport"	measured data	2013	Tatabánya	Hungary
2013	14	17	"1 station, Suburban background"	measured data	2013	Veszprém	Hungary
2013	8	12	"1 station, traffic, suburban"	measured data	2013	AKUREYRI	Iceland
2012	4	8	"1 station, background suburban"	measured data	2012	HAFNARFJORDUR	Iceland
2013	11	15	"2 stations, background suburban, traffic, urban"	measured data	2013	REYKJAVIK	Iceland
2012	105	196	"6 stations, NA"	measured data	2012	Agra	India
2012	100	83	6 stations	measured data	2013	Ahmedabad	India
2012	29	54	"5 stations, NA"	measured data	2012	Aizawl	India
2012	74	139	"3 stations, NA"	measured data	2012	Akola	India
2012	27	50	"2 stations, NA"	measured data	2012	Alappuzha	India
2012	170	317	"2 stations, NA"	measured data	2012	Allahabad	India
2012	81	152	"3 stations, NA"	measured data	2012	Alwar	India
2012	54	100	"3 stations, NA"	measured data	2012	Amravati	India
2012	108	202	"2 stations, NA"	measured data	2012	Amritsar	India
2012	57	106	"2 stations, NA"	measured data	2012	Angul	India
2012	53	100	"2 stations, NA"	measured data	2012	Anklesvar	India
2012	43	80	"3 stations, NA"	measured data	2012	Aurangabad	India
2012	53	99	"3 stations, NA"	measured data	2012	Baddi	India
2012	44	82	"3 stations, NA"	measured data	2012	Balasore	India
2012	63	118	"7 stations, NA"	measured data	2012	Bangalore	India
2012	43	80	"1 station, NA"	measured data	2012	Berhampur	India
2012	55	103	"3 stations, NA"	measured data	2012	Bhilai	India
2012	93	173	"3 stations, NA"	measured data	2012	Bhopal	India
2012	43	81	"5 stations, NA"	measured data	2012	Bhubneshwar	India
2012	24	46	"2 stations, NA"	measured data	2012	Bongaigaon	India
2012	59	110	"5 stations, NA"	measured data	2012	Chandigarh	India
2012	79	148	"6 stations, NA"	measured data	2012	Chandrapur	India
2012	44	57	"6 stations, NA"	measured data	2014	Chennai	India
2012	21	40	"1 station, NA"	measured data	2012	Chitoor	India
2012	36	68	"3 stations, NA"	measured data	2012	Coimbatore	India
2012	36	68	"2 stations, NA"	measured data	2012	Cuttack	India
2012	100	188	"3 stations, NA"	measured data	2012	Dehradun	India
2012	122	229	12 stations	measured data	2013	Delhi	India
2012	40	75	"3 stations, NA"	measured data	2012	Devanagere	India
2012	49	92	"3 stations, NA"	measured data	2012	Dewas	India
2012	95	178	"3 stations, NA"	measured data	2012	Dhanbad	India
2012	30	56	"1 station, NA"	measured data	2012	Dibrugarh	India
2012	48	90	"2 stations, NA"	measured data	2012	Dimapur	India
2012	58	108	"1 station, NA"	measured data	2012	Durgapur	India
2012	98	184	"2 stations, NA"	measured data	2012	Faridabad	India
2012	113	212	"3 stations, NA"	measured data	2012	Firozabad	India
2012	108	201	"3 stations, NA"	measured data	2012	Gobindgarh	India
2012	29	55	"1 station, NA"	measured data	2012	Golaghat	India
2012	40	75	"1 station, NA"	measured data	2012	Guntur	India
2012	49	92	"6 stations, NA"	measured data	2012	Guwahati	India
2012	176	329	"2 stations, NA"	measured data	2012	Gwalior	India
2012	19	36	"1 station, NA"	measured data	2012	Hassan	India
2012	100	186	"1 station, NA"	measured data	2012	Howrah	India
2012	59	79	"10 stations, NA"	measured data	2014	Hyderabad	India
2012	76	143	"3 stations, NA"	measured data	2012	Indore	India
2012	100	187	"6 stations, NA"	measured data	2012	Jaipur	India
2012	75	140	"3 stations, NA"	measured data	2012	Jalandhar	India
2012	70	130	"3 stations, NA"	measured data	2012	Jalgaon	India
2012	64	119	"3 stations, NA"	measured data	2012	Jammu	India
2012	54	101	"1 station, NA"	measured data	2012	Jamnagar	India
2012	59	110	"2 stations, NA"	measured data	2012	Jhansi	India
2012	101	189	"6 stations, NA"	measured data	2012	Jodhpur	India
2012	31	58	"1 station, NA"	measured data	2012	Kakinada	India
2012	115	215	"8 stations, NA"	measured data	2012	Kanpur	India
2012	114	213	"2 stations, NA"	measured data	2012	Khanna	India
2012	90	168	"2 stations, NA"	measured data	2012	Khurja	India
2012	38	70	"7 stations, NA"	measured data	2012	Kochi	India
2012	44	82	"2 stations, NA"	measured data	2012	Kohima	India
2012	59	110	"3 stations, NA"	measured data	2012	Kolhapur	India
2012	61	135	"9 stations, NA"	measured data	2014	Kolkata	India
2012	22	41	"2 stations, NA"	measured data	2012	Kollam	India
2012	43	81	"3 stations, NA"	measured data	2012	Korba	India
2012	84	156	"3 stations, NA"	measured data	2012	Kota	India
2012	34	63	"1 station, NA"	measured data	2012	Kothagudem	India
2012	30	56	"2 stations, NA"	measured data	2012	Kottayam	India
2012	30	56	"2 stations, NA"	measured data	2012	Kozhikode	India
2012	40	74	"1 station, NA"	measured data	2012	Kurnool	India
2012	113	211	"5 stations, NA"	measured data	2012	Lucknow	India
2012	122	228	"4 stations, NA"	measured data	2012	Ludhiana	India
2012	26	48	"3 stations, NA"	measured data	2012	Madurai	India
2012	29	54	"1 station, NA"	measured data	2012	Margherita	India
2012	69	129	"2 stations, NA"	measured data	2012	Meerut	India
2012	63	117	"3 stations, NA"	measured data	2013	Mumbai	India
2012	42	79	"1 station, NA"	measured data	2012	Nagaon	India
2012	55	103	"3 stations, NA"	measured data	2012	Nagda	India
2012	55	103	"7 stations, NA"	measured data	2012	Nagpur	India
2012	44	82	"1 station, NA"	measured data	2012	Nalbari	India
2012	42	79	"1 station, NA"	measured data	2012	Nalgonda	India
2012	28	53	"3 stations, NA"	measured data	2012	Nanded	India
2012	51	95	"4 stations, NA"	measured data	2012	Nashik	India
2012	64	120	"6 stations, NA"	measured data	2012	Navi Mumbai	India
2012	47	89	"2 stations, NA"	measured data	2012	Naya Nangal	India
2012	33	62	"1 station, NA"	measured data	2012	Nellore	India
2012	73	136	"2 stations, NA"	measured data	2012	Noida	India
2012	36	67	"1 station, NA"	measured data	2012	Panaji	India
2012	43	80	"2 stations, NA"	measured data	2012	Parwanoo	India
2012	12	23	"1 station, NA"	measured data	2012	Pathanamthitta	India
2012	33	63	"2 stations, NA"	measured data	2012	Patiala	India
2012	149	167	"2 stations, 2 stations, residential and others (PM10); 1 station (PM2.5)"	measured data	2013	Patna	India
2012	22	42	"3 stations, NA"	measured data	2012	Puducherry	India
2012	49	92	"4 stations, NA"	measured data	2012	Pune	India
2012	87	163	"3 stations, NA"	measured data	2012	Raebareli	India
2012	144	268	"3 stations, NA"	measured data	2012	Raipur	India
2012	53	99	"2 stations, NA"	measured data	2012	Rajkot	India
2012	44	82	"1 station, NA"	measured data	2012	Ramagundam	India
2012	67	126	"1 station, NA"	measured data	2012	Raniganj	India
2012	29	54	"2 stations, NA"	measured data	2012	Rayagada	India
2012	58	109	"1 station, NA"	measured data	2012	Rishikesh	India
2012	52	98	"2 stations, NA"	measured data	2012	Rourkela	India
2012	32	60	"1 station, NA"	measured data	2012	Salem	India
2012	28	53	"1 station, NA"	measured data	2012	Sambalpur	India
2012	43	80	"3 stations, NA"	measured data	2012	Sangli	India
2012	35	65	"2 stations, NA"	measured data	2012	Shillong	India
2012	31	58	"2 stations, NA"	measured data	2012	Shimla	India
2012	58	109	"2 stations, NA"	measured data	2012	Sibsagar	India
2012	48	91	"2 stations, NA"	measured data	2012	Silchar	India
2012	34	64	"3 stations, NA"	measured data	2012	Singrauli	India
2012	44	83	"2 stations, NA"	measured data	2012	Solapur	India
2012	52	97	"3 stations, NA"	measured data	2012	Surat	India
2012	6	11	"1 station, NA"	measured data	2012	Tezpur	India
2012	39	73	"3 stations, NA"	measured data	2012	Thane	India
2012	29	55	"4 stations, NA"	measured data	2012	Thiruvananthapuram	India
2012	30	57	"2 stations, NA"	measured data	2012	Tinsukia	India
2012	40	75	"5 stations, NA"	measured data	2012	Trichy	India
2012	28	52	"1 station, NA"	measured data	2012	Tura	India
2012	83	155	"3 stations, NA"	measured data	2012	Udaipur	India
2012	43	80	"3 stations, NA"	measured data	2012	Ujjain	India
2012	55	102	"3 stations, NA"	measured data	2012	Vadodara	India
2012	54	100	"2 stations, NA"	measured data	2012	Vapi	India
2012	74	138	"2 stations, NA"	measured data	2012	Varanasi	India
2012	35	65	NA	measured data	2012	Vishakhapatnam	India
2012	26	49	"1 station, NA"	measured data	2012	Warangal	India
2014	33	59	-	converted from PM2.5	2014	Bandung	Indonesia
2010	95	231	"4 stations, NA"	measured data	2010	Ahvaz	Iran
2011	7	18	"1 station, NA"	measured data	2011	Arak	Iran
2010	32	78	"1 station, NA"	measured data	2010	Bojnord	Iran
2010	105	255	"1 station, NA"	measured data	2010	Boshehr	Iran
2013	47	114	"1 station, NA"	measured data	2013	Hamadan	Iran
2012	46	111	"3 stations, NA"	measured data	2012	Isfahan	Iran
2013	19	47	"1 station, NA"	measured data	2013	Kerman	Iran
2011	53	130	"1 station, NA"	measured data	2011	Kermanshah	Iran
2011	32	78	"4 stations, NA"	measured data	2011	Mashhad	Iran
2013	47	113	"1 station, NA"	measured data	2013	Pakdasht	Iran
2013	18	44	"1 station, NA"	measured data	2013	Qazvin	Iran
2011	21	50	"1 station, NA"	measured data	2011	"Rasht, Guilan"	Iran
2013	43	105	"1 station, NA"	measured data	2013	Robatkarim	Iran
2010	41	100	"1 station, NA"	measured data	2010	Sanandaj	Iran
2012	37	90	-	converted from PM2.5	2012	Sari	Iran
